DATE,MLYT.THRESH,MLYT.DATA,MJHT.THRESH,MJHT.DATA,MRYT.THRESH,MRYT.DATA,MLGT.THRESH,MLGT.DATA,MWHZ.THRESH,MWHZ.DATA,MGHZ.THRESH,MGHZ.DATA
27-Nov-2000 22:40:01,  75,  65,  50,  42, 250, 268, 500, 571,  60,  38,  80,  87
28-Nov-2000 09:50:01,  75,  84,  50,  57, 250, 262, 500, 456,  60,  49,  80, 110
28-Nov-2000 21:50:01,  75, 102,  50,  72, 250, 278, 500, 407,  60,  77,  80, 113
29-Nov-2000 02:40:00,  75,  78,  50,  50, 250, 307, 500, 626,  60,  48,  80,  84
29-Nov-2000 05:10:00,  75,  76,  50,  58, 250, 272, 500, 484,  60,  45,  80,  95
29-Nov-2000 22:10:02,  75,  78,  50,  59, 250, 246, 500, 581,  60,  48,  80,  87
30-Nov-2000 04:20:02,  75,  95,  50,  63, 250, 316, 500, 700,  60,  60,  80, 111
30-Nov-2000 07:10:01,  75,  81,  50, 103, 250, 307, 500, 588,  60,  58,  80, 120
30-Nov-2000 07:20:05,  75,  76,  50,  60, 250, 211, 500, 390,  60,  57,  80, 103
01-Dec-2000 05:50:05,  75, 113,  50,  49, 250, 276, 500, 535,  60,  53,  80, 443
01-Dec-2000 11:30:02,  75,  86,  50,  59, 250, 244, 500, 517,  60,  52,  80,  78
01-Dec-2000 12:10:00,  75, 102,  50,  58, 250, 290, 500, 541,  60,  61,  80, 102
01-Dec-2000 13:00:00,  75,  86,  50,  51, 250, 316, 500, 498,  60,  50,  80,  88
01-Dec-2000 21:20:00,  75, 287,  50,  60, 250, 210, 500, 410,  60,  53,  80,  81
08-Dec-2000 07:20:00, 120, 187,  75,  54, 350, 368, 600, 708,  90,  60, 120, 102
11-Dec-2000 15:00:04, 120,  98,  75, 116, 350, 283, 600, 669,  90,  63, 120, 122
14-Dec-2000 13:10:03, 120, 139,  75,  59, 350, 398, 600, 894,  90,  74, 120, 139
29-Dec-2000 13:10:03, 120, 123,  75,  54, 350, 355, 600, 751,  90,  71, 120, 116
05-Jan-2001 04:10:05, 120, 308,  75, 263, 350, 532, 600, 743,  90, 199, 120,   2
06-Jan-2001 16:00:00, 120, 141,  75, 176, 350, 382, 600, 607,  90, 114, 120, 188
13-Sep-2001 18:20:02, 120,  13, 120,  18, 300,  12, 400,  51, 120,   4,   1,  16
15-Sep-2001 13:20:01, 120,  10, 120,  15, 300,   9,   4,  50, 120,   7, 100,  27
25-Sep-2001 19:20:02, 120, 241, 120, 272, 300, 111, 400, 494, 120, 199, 100, 306
04-Oct-2001 08:00:00, 120, 110, 120,  45, 300, 427, 400,1109, 120,  55, 100, 113
04-Oct-2001 08:20:06, 120, 159, 120,  70, 300, 673, 400,1280, 120,  80, 100, 164
04-Oct-2001 08:30:00, 120, 102, 120,  49, 300, 458, 400,1109, 120,  51, 100, 109
05-Oct-2001 10:50:00, 120, 140, 120,  79, 300, 363, 400,1268, 120,  79, 100, 158
08-Oct-2001 11:40:05, 120, 140, 120,  38, 300, 125, 400, 735, 120,  33, 100, 192
08-Oct-2001 11:50:01, 120, 191, 120,  74, 300, 132, 400,1200, 120,  65, 100, 393
14-Oct-2001 14:40:01, 120, 244, 120,  51, 300, 134, 400,1172, 120,  48, 100, 519
14-Oct-2001 14:50:03, 120, 230, 120,  51, 300, 151, 400,1060, 120,  43, 100, 622
14-Oct-2001 15:00:00, 120, 227, 120,  64, 300, 148, 400,1217, 120,  61, 100, 617
14-Oct-2001 20:10:03, 120,  95, 120,  75, 300, 311, 400,1229, 120,  55, 100, 104
14-Oct-2001 22:00:00, 120, 104, 120,  70, 300, 426, 400,1305, 120,  61, 100, 122
14-Oct-2001 22:30:00, 120, 104, 120,  80, 300, 331, 400,1284, 120,  62, 100, 123
09-Nov-2001 06:40:05, 120, 128, 120,  32, 300, 192, 400, 800, 120,  32, 100, 165
09-Nov-2001 06:50:00, 120, 136, 120,  41, 300, 136, 400,1054, 120,  34, 100, 322
13-Nov-2001 09:50:04,  12,  14,  12,  10,  30,  43,  40,  85,  12,   6,  10,  38
13-Nov-2001 10:00:00,  12,  17,  12,  11,  30,  43,  40,  85,  12,   7,  10,  33
13-Nov-2001 10:10:02,  12,  29,  12,  11,  30,  42,  40,  85,  12,   6,  10,  37
13-Nov-2001 10:20:00,  12,  14,  12,  10,  30,  42,  40,  71,  12,   6,  10,  34
13-Nov-2001 10:30:00,  12,  15,  12,  10,  30,  41,  40,  81,  12,   6,  10,  26
13-Nov-2001 10:40:04,  12,  15,  12,  11,  30,  42,  40,  90,  12,   7,  10,  28
13-Nov-2001 10:50:00,  12,  16,  12,  16,  30,  46,  40, 117,  12,   8,  10,  25
13-Nov-2001 11:00:02,  12,  16,  12,  25,  30,  47,  40, 129,  12,   8,  10,  22
13-Nov-2001 11:10:00,  12,  14,  12, 149,  30,  82,  40, 109,  12,   8,  10,  19
13-Nov-2001 11:20:01,  12,  14,  12,  25,  30,  43,  40, 103,  12,   9,  10,  20
13-Nov-2001 11:30:05,  12,  15,  12,  30,  30,  45,  40, 120,  12,   9,  10,  21
13-Nov-2001 11:40:01,  12,  16,  12,  60,  30,  45,  40, 135,  12,   9,  10,  38
13-Nov-2001 11:50:03,  12,  22,  12, 104,  30,  65,  40, 179,  12,  13,  10,  24
13-Nov-2001 12:00:00,  12,  17,  12,  24,  30,  56,  40, 121,  12,  11,  10,  24
13-Nov-2001 12:10:01,  12,  13,  12,  40,  30,  40,  40, 101,  12,   8,  10,  23
13-Nov-2001 12:20:05,  12,  15,  12,  32,  30,  41,  40, 104,  12,   8,  10,  28
13-Nov-2001 12:30:01,  12,  14,  12,  23,  30,  48,  40, 121,  12,  25,  10,  17
13-Nov-2001 12:40:03,  12,  15,  12,  23,  30,  47,  40, 131,  12,   9,  10,  20
13-Nov-2001 12:50:00,  12,  15,  12,  21,  30,  41,  40, 107,  12,   8,  10,  21
13-Nov-2001 13:40:00,  24,  25,  24,  22,  60,  74,  80, 215,  24,  13,  20,  34
13-Nov-2001 14:00:00,  24,  22,  24,  22,  60,  62,  80, 156,  24,  12,  20,  38
13-Nov-2001 14:10:00,  24,  24,  24,  22,  60,  68,  80, 185,  24,  12,  20,  37
13-Nov-2001 15:20:00,  24,  16,  24,  25,  60,  46,  80, 114,  24,   8,  20,  34
13-Nov-2001 15:40:00,  24,  13,  24,  26,  60,  41,  80,  86,  24,   7,  20,  32
13-Nov-2001 16:20:00,  24,  15,  24,  27,  60,  48,  80, 111,  24,   7,  20,  35
13-Nov-2001 16:30:00,  24,  21,  24,  30,  60,  67,  80, 146,  24,  11,  20,  39
13-Nov-2001 16:40:05,  24,  14,  24,  38,  60,  38,  80,  87,  24,   6,  20,  33
03-Dec-2001 06:30:00, 120, 142, 120,  87, 300, 196, 400, 807, 120, 173, 100, 161
04-Dec-2001 12:50:05, 120, 137, 120,  80, 300, 374, 400, 735, 120, 188, 100, 156
04-Dec-2001 22:50:01, 120, 130, 120, 136, 300, 370, 400, 460, 120, 167, 100, 356
07-Dec-2001 00:20:00, 120,  90, 120,  54, 300, 348, 400, 752, 120,  51, 100, 106
07-Dec-2001 12:10:00, 120, 181, 120, 250, 300, 427, 400, 485, 120, 151, 100, 248
13-Dec-2001 08:20:00, 120, 132, 120,  61, 300, 771, 400,1168, 120,  69, 100, 133
13-Dec-2001 09:00:02, 120, 102, 120,  68, 300, 515, 400, 552, 120,  61, 100, 110
21-Dec-2001 05:40:00, 120, 121, 120,  39, 300, 297, 400, 920, 120,  47, 100, 121
21-Dec-2001 05:50:00, 120, 250, 120,  50, 300, 217, 400,1278, 120,  50, 100, 457
21-Dec-2001 06:00:04, 120, 140, 120,  37, 300, 162, 400, 754, 120,  35, 100, 378
21-Dec-2001 07:10:03, 120, 178, 120,  34, 300, 186, 400, 652, 120,  37, 100, 410
22-Dec-2001 21:40:03, 120,  96, 120,  40, 300, 343, 400,1038, 120,  51, 100, 101
28-Dec-2001 13:50:00, 120, 141, 120,  53, 300, 509, 400,1293, 120,  71, 100, 142
28-Dec-2001 14:00:01, 120, 242, 120, 112, 300,1012, 400,1529, 120, 136, 100, 253
28-Dec-2001 14:10:05, 120, 284, 120, 146, 300,1143, 400,1547, 120, 172, 100, 306
28-Dec-2001 14:20:01, 120, 229, 120, 140, 300,1141, 400,1532, 120, 140, 100, 249
28-Dec-2001 14:30:03, 120, 154, 120,  84, 300, 813, 400,1430, 120,  88, 100, 167
28-Dec-2001 14:40:00, 120, 197, 120,  92, 300, 877, 400,1452, 120, 110, 100, 202
28-Dec-2001 14:50:01, 120, 157, 120,  85, 300, 789, 400,1365, 120,  91, 100, 163
28-Dec-2001 15:00:00, 120, 167, 120,  75, 300, 718, 400,1288, 120,  92, 100, 167
31-Dec-2001 20:30:04, 120, 121, 120,  60, 300, 350, 400, 665, 120,  71, 100, 121
04-Jan-2002 05:00:01, 120, 120, 120,  72, 300, 379, 400, 670, 120,  80, 100, 131
06-Jan-2002 02:40:03, 120, 135, 120,  65, 300, 330, 400, 593, 120,  84, 100, 135
06-Jan-2002 06:20:02, 120, 110, 120,  55, 300, 349, 400, 685, 120,  65, 100, 117
06-Jan-2002 08:50:03, 120, 122, 120,  62, 300, 333, 400, 649, 120,  66, 100, 128
06-Jan-2002 11:20:04, 120, 108, 120,  54, 300, 356, 400, 643, 120,  61, 100, 111
10-Jan-2002 02:30:00, 120,  74, 120,  38, 300, 301, 400, 573, 120,  39, 100, 233
12-Jan-2002 04:10:01, 120, 131, 120,  64, 300, 354, 400, 683, 120,  74, 100, 136
12-Jan-2002 14:30:04, 120, 162, 120,  92, 300, 568, 400, 858, 120, 113, 100, 185
12-Jan-2002 20:00:00, 120, 140, 120,  69, 300, 428, 400, 806, 120,  78, 100, 144
13-Jan-2002 13:20:01, 120, 110, 120,  49, 300, 370, 400, 670, 120,  59, 100, 118
13-Jan-2002 14:30:00, 120, 107, 120,  61, 300, 335, 400, 521, 120,  67, 100, 117
15-Jan-2002 04:30:01, 120,  93, 120,  57, 300, 340, 400, 605, 120,  49, 100, 295
25-Jan-2002 03:50:05, 120,  66, 120, 140, 300, 314, 400, 480, 120,  36, 100,  76
29-Jan-2002 11:40:03, 120, 132, 120,  74, 300, 242, 400, 792, 120,  79, 100, 142
29-Jan-2002 15:00:04, 120, 140, 120,  80, 300, 247, 400, 782, 120,  87, 100, 174
01-Feb-2002 00:20:00, 120,  70, 120, 148, 300, 149, 400, 405, 120,  43, 100, 109
08-Mar-2002 20:10:03, 120, 158, 120, 104, 300,  75, 400, 632, 120, 117, 100, 182
09-Mar-2002 08:20:01, 120, 175, 120,  94, 300,  67, 400, 788, 120, 118, 100, 192
09-Mar-2002 09:30:00, 120, 138, 120,  77, 300,  71, 400, 605, 120,  89, 100, 154
13-Mar-2002 07:30:01, 120, 121, 120,  71, 300,  57, 400, 619, 120,  75, 100, 131
13-Mar-2002 11:10:01, 120, 127, 120,  66, 300,  72, 400, 849, 120,  82, 100, 135
11-Sep-2002 02:30:01,  45,  25,  60,  73, 150,  29, 200, 251,  50,  13,  30,  36
12-Sep-2002 17:50:00,  45,  59,  60,  29, 150,  25, 200, 341,  50,  28,  30,  51
12-Sep-2002 18:00:02,  45,  56,  60,  28, 150,  25, 200, 303,  50,  26,  30,  47
13-Sep-2002 19:20:01,  45,  40,  60,  62, 150,  36, 200, 256,  50,  16,  30,  49
14-Sep-2002 18:30:00,  45,  53,  60,  27, 150,  46, 200, 300,  50,  24,  30,  76
15-Sep-2002 02:50:03,  45,  34,  60, 137, 150,  30, 200, 290,  50,  14,  30,  71
15-Sep-2002 03:00:00,  45,  34,  60, 128, 150,  34, 200, 346,  50,  15,  30,  73
15-Sep-2002 03:10:01,  45,  18,  60, 117, 150,  29, 200, 243,  50,   7,  30,  66
15-Sep-2002 03:20:05,  45,  26,  60, 106, 150,  31, 200, 216,  50,  14,  30,  68
15-Sep-2002 03:30:01,  45,  40,  60,  74, 150,  37, 200, 317,  50,  18,  30,  70
15-Sep-2002 08:30:01,  45,  29,  60, 108, 150,  33, 200, 286,  50,  11,  30,  63
15-Sep-2002 08:40:05,  45,  33,  60, 136, 150,  36, 200, 258,  50,   7,  30,  61
15-Sep-2002 08:50:01,  45,  23,  60,  94, 150,  35, 200, 225,  50,   9,  30,  56
15-Sep-2002 09:00:03,  45,  52,  60,  85, 150,  38, 200, 360,  50,  26,  30,  68
15-Sep-2002 09:10:00,  45,  56,  60,  76, 150,  36, 200, 376,  50,  23,  30,  63
15-Sep-2002 09:20:01,  45,  41,  60,  72, 150,  35, 200, 294,  50,  16,  30,  53
15-Sep-2002 09:30:07,  45,  73,  60,  76, 150,  38, 200, 373,  50,  35,  30,  78
15-Sep-2002 09:40:01,  45,  33,  60,  76, 150,  37, 200, 246,  50,  15,  30,  49
15-Sep-2002 09:50:05,  45,  36,  60,  79, 150,  36, 200, 326,  50,  16,  30,  49
15-Sep-2002 10:00:00,  45,  30,  60,  72, 150,  35, 200, 298,  50,  12,  30,  42
15-Sep-2002 10:30:00,  45,  54,  60,  77, 150,  32, 200, 328,  50,  24,  30,  64
15-Sep-2002 10:40:04,  45,  24,  60,  69, 150,  37, 200, 224,  50,  11,  30,  40
15-Sep-2002 11:10:00,  45,  26,  60,  68, 150,  34, 200, 277,  50,  11,  30,  38
15-Sep-2002 13:10:00,  45,  30,  60,  81, 150,  34, 200, 286,  50,  13,  30,  37
15-Sep-2002 13:20:02,  45,  32,  60,  82, 150,  35, 200, 288,  50,  14,  30,  37
15-Sep-2002 13:30:00,  45,  53,  60,  83, 150,  43, 200, 494,  50,  26,  30,  58
15-Sep-2002 13:40:00,  45,  38,  60,  81, 150,  33, 200, 305,  50,  16,  30,  42
15-Sep-2002 13:50:05,  45,  31,  60,  76, 150,  36, 200, 320,  50,  14,  30,  36
15-Sep-2002 14:50:01,  45,  26,  60,  63, 150,  34, 200, 252,  50,  13,  30,  40
15-Sep-2002 16:40:05,  45,  26,  60,  68, 150,  33, 200, 233,  50,  11,  30,  34
15-Sep-2002 18:00:00,  45,  36,  60,  76, 150,  28, 200, 261,  50,  14,  30,  43
15-Sep-2002 18:10:01,  45,  27,  60,  94, 150,  31, 200, 254,  50,  11,  30,  36
17-Sep-2002 17:20:00,  45, 114,  60,  45, 150,  87, 200,1320,  50,  59,  30, 110
17-Sep-2002 17:30:02,  45,  53,  60,  22, 150,  42, 200, 711,  50,  24,  30,  49
27-Sep-2002 10:20:04,  45,  60,  60,  21, 150,  13, 200, 220,  50,  25,  30,  46
27-Sep-2002 15:20:00,  45,  49,  60,  18, 150,  13, 200, 224,  50,  17,  30,  37
27-Sep-2002 16:10:00,  45, 161,  60,  40, 150,  26, 200, 788,  50,  60,  30, 116
27-Sep-2002 16:20:00,  45, 237,  60,  75, 150,  42, 200, 889,  50, 118,  30, 214
27-Sep-2002 16:30:04,  45, 113,  60,  27, 150,  20, 200, 558,  50,  40,  30,  81
27-Sep-2002 16:40:00,  45,  92,  60,  24, 150,  19, 200, 446,  50,  32,  30,  70
27-Sep-2002 16:50:02,  45, 204,  60,  62, 150,  35, 200, 812,  50, 101,  30, 177
27-Sep-2002 17:00:00,  45,  82,  60,  21, 150,  15, 200, 319,  50,  27,  30,  65
27-Sep-2002 17:10:02,  45,  66,  60,  19, 150,  16, 200, 319,  50,  22,  30,  48
27-Sep-2002 17:20:05,  45, 145,  60,  49, 150,  25, 200, 712,  50,  62,  30, 117
27-Sep-2002 17:50:00,  45,  67,  60,  30, 150,  15, 200, 343,  50,  29,  30,  61
27-Sep-2002 19:10:01,  45,  76,  60,  20, 150,  15, 200, 346,  50,  26,  30,  57
28-Sep-2002 01:50:02,  45,  48,  60,  17, 150,  13, 200, 222,  50,  16,  30,  40
28-Sep-2002 02:00:00,  45,  61,  60,  21, 150,  15, 200, 323,  50,  24,  30,  51
28-Sep-2002 02:10:00,  45,  97,  60,  34, 150,  16, 200, 344,  50,  42,  30,  78
28-Sep-2002 02:20:04,  45,  47,  60,  15, 150,  13, 200, 243,  50,  16,  30,  36
28-Sep-2002 15:00:05,  45,  96,  60,  34, 150,  12, 200, 255,  50,  49,  30,  86
28-Sep-2002 20:00:00,  45,  96,  60,  81, 150,  15, 200, 393,  50,  35,  30,  78
29-Sep-2002 14:10:01,  45,  47,  60,  16, 150,  13, 200, 215,  50,  16,  30,  35
29-Sep-2002 18:10:00,  45,  99,  60,  28, 150,  20, 200, 384,  50,  36,  30,  71
29-Sep-2002 18:20:00,  45,  94,  60,  29, 150,  20, 200, 455,  50,  37,  30,  77
29-Sep-2002 18:30:04,  45, 150,  60,  35, 150,  23, 200, 588,  50,  53,  30, 109
29-Sep-2002 18:40:00,  45, 485,  60, 167, 150,  79, 200,1382,  50, 268,  30, 432
29-Sep-2002 18:50:02,  45, 401,  60, 130, 150,  77, 200,1443,  50, 213,  30, 354
29-Sep-2002 19:00:00,  45, 602,  60, 245, 150, 124, 200,1559,  50, 342,  30, 576
29-Sep-2002 19:10:00,  45, 556,  60, 258, 150, 119, 200,1563,  50, 332,  30, 534
29-Sep-2002 19:20:06,  45, 646,  60, 312, 150, 143, 200,1574,  50, 429,  30, 646
29-Sep-2002 19:30:00,  45, 589,  60, 305, 150, 127, 200,1576,  50, 398,  30, 596
29-Sep-2002 19:40:04,  45, 736,  60, 394, 150, 168, 200,1610,  50, 500,  30, 754
29-Sep-2002 19:50:00,  45, 657,  60, 367, 150, 162, 200,1609,  50, 449,  30, 680
29-Sep-2002 20:00:01,  45, 296,  60, 123, 150,  70, 200,1360,  50, 141,  30, 273
29-Sep-2002 20:10:05,  45, 281,  60,  84, 150,  69, 200,1277,  50, 123,  30, 259
29-Sep-2002 20:20:01,  45, 269,  60, 127, 150,  72, 200,1226,  50, 154,  30, 267
29-Sep-2002 20:30:03,  45,  47,  60,  20, 150,  20, 200, 333,  50,  18,  30,  49
29-Sep-2002 21:00:05,  45,  48,  60,  21, 150,  17, 200, 228,  50,  18,  30,  49
02-Oct-2002 11:30:00,  45,  51,  60,  25, 150,  16, 200, 216,  50,  26,  30,  46
02-Oct-2002 13:30:01,  45, 199,  60,  29, 150, 112, 200, 846,  50,  35,  30, 240
02-Oct-2002 13:40:03,  45, 104,  60,  27, 150,  90, 200, 944,  50,  33,  30, 181
02-Oct-2002 13:50:00,  45, 151,  60,  60, 150, 158, 200,1403,  50,  74,  30, 166
02-Oct-2002 14:00:01,  45, 115,  60,  49, 150, 142, 200,1351,  50,  60,  30, 122
02-Oct-2002 14:10:05,  45, 187,  60,  80, 150, 200, 200,1484,  50, 102,  30, 190
02-Oct-2002 14:20:01,  45, 152,  60,  78, 150, 179, 200,1438,  50,  78,  30, 157
02-Oct-2002 14:30:03,  45, 185,  60, 116, 150, 204, 200,1488,  50, 110,  30, 198
02-Oct-2002 14:40:00,  45, 232,  60, 136, 150, 247, 200,1504,  50, 131,  30, 241
02-Oct-2002 14:50:03,  45, 172,  60, 101, 150, 208, 200,1457,  50,  97,  30, 185
02-Oct-2002 15:00:00,  45, 285,  60, 172, 150, 237, 200,1545,  50, 172,  30, 304
02-Oct-2002 15:10:01,  45, 246,  60, 136, 150, 225, 200,1516,  50, 138,  30, 262
02-Oct-2002 15:20:05,  45, 177,  60,  97, 150, 178, 200,1442,  50, 103,  30, 184
02-Oct-2002 15:30:01,  45, 130,  60,  71, 150, 170, 200,1390,  50,  68,  30, 144
02-Oct-2002 15:40:00,  45, 212,  60,  97, 150, 183, 200,1390,  50,  95,  30, 205
02-Oct-2002 15:50:00,  45, 147,  60,  91, 150, 194, 200,1406,  50,  79,  30, 162
02-Oct-2002 16:00:04,  45, 179,  60, 128, 150, 180, 200,1422,  50, 106,  30, 198
02-Oct-2002 16:10:00,  45,  95,  60,  54, 150, 114, 200,1264,  50,  47,  30,  97
02-Oct-2002 16:20:04,  45, 136,  60,  76, 150, 125, 200,1353,  50,  74,  30, 144
02-Oct-2002 16:30:00,  45, 120,  60,  64, 150, 126, 200,1361,  50,  64,  30, 129
02-Oct-2002 16:40:01,  45, 116,  60,  68, 150, 128, 200,1365,  50,  63,  30, 129
02-Oct-2002 16:50:05,  45, 126,  60,  78, 150, 132, 200,1359,  50,  69,  30, 138
02-Oct-2002 17:00:01,  45, 129,  60,  65, 150, 123, 200,1328,  50,  71,  30, 137
02-Oct-2002 17:10:03,  45, 108,  60,  88, 150, 140, 200,1319,  50,  63,  30, 123
02-Oct-2002 17:20:02,  45, 106,  60,  50, 150, 105, 200,1265,  50,  51,  30, 108
02-Oct-2002 17:30:05,  45,  75,  60,  35, 150,  85, 200,1133,  50,  36,  30,  77
02-Oct-2002 17:40:01,  45,  90,  60,  37, 150,  92, 200,1228,  50,  42,  30,  90
02-Oct-2002 17:50:03,  45, 113,  60,  57, 150, 115, 200,1341,  50,  58,  30, 116
02-Oct-2002 18:00:00,  45, 156,  60,  96, 150, 153, 200,1440,  50,  87,  30, 164
02-Oct-2002 18:10:01,  45, 170,  60, 122, 150, 165, 200,1461,  50, 102,  30, 182
02-Oct-2002 18:20:05,  45, 163,  60, 105, 150, 156, 200,1430,  50,  97,  30, 174
02-Oct-2002 18:30:01,  45, 171,  60,  99, 150, 150, 200,1411,  50,  95,  30, 172
02-Oct-2002 18:40:03,  45, 214,  60, 128, 150, 177, 200,1483,  50, 121,  30, 218
02-Oct-2002 18:50:00,  45, 144,  60,  83, 150, 133, 200,1387,  50,  81,  30, 151
02-Oct-2002 19:00:03,  45,  92,  60,  39, 150,  80, 200,1056,  50,  47,  30,  91
02-Oct-2002 19:10:00,  45,  69,  60,  30, 150,  75, 200,1004,  50,  33,  30,  71
05-Oct-2002 21:40:00,  45,  89,  60,  39, 150,  72, 200, 763,  50,  47,  30,  84
05-Oct-2002 23:00:00,  45, 104,  60,  53, 150,  93, 200, 916,  50,  56,  30, 109
09-Oct-2002 22:30:00,  45, 162,  60,  48, 150,  81, 200,1152,  50,  70,  30, 162
09-Oct-2002 22:40:02,  45, 214,  60,  64, 150,  67, 200, 919,  50,  94,  30, 283
10-Oct-2002 20:10:01,  45,  28,  60,  64, 150,  26, 200, 330,  50,  13,  30,  31
10-Oct-2002 20:20:04,  45,  43,  60,  67, 150,  25, 200, 302,  50,  19,  30,  42
10-Oct-2002 20:30:00,  45,  37,  60,  64, 150,  21, 200, 259,  50,  16,  30,  38
13-Oct-2002 09:20:00,  45,  56,  60,  20, 150,  16, 200, 202,  50,  17,  30,  47
13-Oct-2002 09:30:00,  45,  58,  60,  22, 150,  16, 200, 245,  50,  22,  30,  48
13-Oct-2002 22:20:00,  45,  49,  60,  19, 150,  14, 200, 248,  50,  21,  30,  41
14-Oct-2002 08:30:03,  45,  75,  60,  31, 150,  16, 200, 281,  50,  39,  30,  64
15-Oct-2002 22:30:01,  45,  49,  60,  19, 150,  19, 200, 255,  50,  20,  30,  45
22-Oct-2002 13:30:00,  45,  52,  60,  25, 150, 104, 200, 793,  50,  24,  30,  52
22-Oct-2002 13:40:01,  45, 123,  60,  34, 150, 117, 200,1090,  50,  44,  30,  94
22-Oct-2002 13:50:05,  45, 283,  60,  70, 150, 161, 200,1294,  50,  82,  30, 257
22-Oct-2002 14:00:01,  45, 229,  60,  64, 150, 145, 200,1222,  50,  63,  30, 406
22-Oct-2002 14:10:03,  45, 123,  60,  40, 150,  97, 200, 932,  50,  39,  30, 255
22-Oct-2002 14:40:00,  45, 124,  60,  51, 150,  49, 200, 963,  50,  64,  30, 124
22-Oct-2002 14:50:00,  45, 101,  60,  36, 150,  39, 200, 632,  50,  49,  30,  89
22-Oct-2002 15:00:04,  45, 150,  60,  53, 150,  46, 200, 996,  50,  80,  30, 145
26-Oct-2002 06:40:05,  45,  53,  60,  30, 150, 114, 200, 634,  50,  23,  30,  63
26-Oct-2002 06:50:01,  45,  60,  60,  32, 150,  70, 200, 479,  50,  20,  30, 102
27-Oct-2002 09:40:02,  45,  73,  60,  34, 150,  53, 200, 556,  50,  29,  30,  70
28-Oct-2002 21:10:00,  45,  50,  60,  24, 150,  46, 200, 474,  50,  21,  30,  50
29-Oct-2002 18:40:05,  45,  60,  60,  32, 150,  71, 200, 577,  50,  30,  30,  63
31-Oct-2002 15:00:04,  45,  58,  60,  29, 150,  22, 200, 285,  50,  37,  30,  57
01-Nov-2002 23:00:02,  45,  55,  60,  20, 150,  21, 200, 309,  50,  30,  30,  49
02-Nov-2002 12:20:00,  45,  52,  60,  22, 150,  52, 200, 319,  50,  37,  30,  48
07-Nov-2002 17:20:01,  45,  58,  60,  24, 150,  13, 200, 337,  50,  32,  30,  48
15-Nov-2002 21:10:05,  45,  50,  60,  20, 150,  19, 200, 264,  50,  22,  30,  38
15-Nov-2002 21:20:01,  45, 115,  60,  23, 150,  26, 200, 396,  50,  38,  30,  71
15-Nov-2002 21:30:03,  45, 190,  60,  23, 150,  24, 200, 457,  50,  38,  30, 142
15-Nov-2002 21:40:00,  45,  95,  60,  21, 150,  13, 200, 330,  50,  29,  30, 111
15-Nov-2002 21:50:01,  45,  66,  60,  19, 150,  11, 200, 230,  50,  23,  30,  65
15-Nov-2002 22:00:05,  45,  98,  60,  24, 150,  11, 200, 347,  50,  35,  30,  75
15-Nov-2002 22:10:01,  45,  49,  60,  23, 150,  10, 200, 323,  50,  27,  30,  47
16-Nov-2002 23:00:04,  45,  91,  60,  48, 150,  37, 200, 735,  50,  52,  30,  95
18-Nov-2002 10:50:02,  45,  31,  60,  62, 150,  17, 200, 236,  50,  19,  30,  34
18-Nov-2002 12:20:00,  45,  65,  60,  35, 150,  58, 200, 476,  50,  41,  30,  66
23-Nov-2002 20:50:05,  45, 130,  60,  45, 150,  22, 200,   1,  50,  76,  30, 112
23-Nov-2002 21:00:01,  45, 146,  60,  51, 150,  28, 200,   1,  50,  85,  30, 133
23-Nov-2002 21:10:03,  45, 100,  60,  36, 150,  22, 200,   0,  50,  64,  30,  91
23-Nov-2002 21:20:00,  45, 103,  60,  39, 150,  24, 200,   1,  50,  66,  30,  93
23-Nov-2002 21:30:03,  45,  79,  60,  31, 150,  21, 200,   1,  50,  52,  30,  71
23-Nov-2002 21:40:00,  45, 121,  60,  46, 150,  25, 200,   1,  50,  74,  30, 107
23-Nov-2002 21:50:01,  45, 183,  60,  96, 150,  48, 200,   1,  50, 116,  30, 192
08-Dec-2002 20:50:05,  45, 163,  60,  60, 150,  38, 200,   1,  50, 107,  30, 155
08-Dec-2002 21:00:01,  45, 335,  60, 134, 150,  62, 200,   1,  50, 209,  30, 334
08-Dec-2002 21:10:03,  45, 385,  60, 161, 150,  67, 200,   1,  50, 234,  30, 382
08-Dec-2002 21:20:00,  45, 388,  60, 169, 150,  68, 200,   1,  50, 230,  30, 386
08-Dec-2002 21:30:01,  45, 401,  60, 171, 150,  74, 200,   1,  50, 250,  30, 392
08-Dec-2002 21:40:05,  45, 359,  60, 148, 150,  63, 200,   1,  50, 217,  30, 344
08-Dec-2002 21:50:01,  45, 426,  60, 210, 150,  71, 200,   2,  50, 273,  30, 429
08-Dec-2002 22:00:05,  45, 542,  60, 291, 150,  87, 200,   1,  50, 365,  30, 552
08-Dec-2002 22:10:00,  45, 250,  60, 134, 150,  47, 200,   6,  50, 156,  30, 254
08-Dec-2002 22:20:03,  45, 130,  60,  57, 150,  33, 200,   0,  50,  83,  30, 125
08-Dec-2002 22:50:00,  45, 271,  60, 106, 150,  50, 200,   8,  50, 166,  30, 269
08-Dec-2002 23:00:04,  45, 195,  60,  89, 150,  39, 200,   0,  50, 124,  30, 192
08-Dec-2002 23:10:00,  45, 191,  60,  77, 150,  39, 200,  11,  50, 119,  30, 183
08-Dec-2002 23:20:02,  45, 549,  60, 305, 150,  93, 200,   6,  50, 365,  30, 558
08-Dec-2002 23:30:00,  45, 185,  60,  89, 150,  38, 200,   3,  50, 110,  30, 176
