,yyyymmdd,traceid,count
1567,19960228,MV.MVPV.--.SHZ,0
1568,19960228,MV.MVPE.--.SHX,0
1569,19960228,MV.MHRV.--.SHY,0
1570,19960228,MV.MBET.--.SHZ,1
1571,19960228,MV.MSSZ.--.SHZ,1
1572,19960228,MV.MHRN.--.SHY,1
1573,19960228,MV.MLGT.--.SHZ,1
1574,19960228,MV.MRYT.--.SHZ,1
1575,19960228,MV.MSSE.--.SHX,1
1576,19960228,MV.MCPN.--.SHY,0
1577,19960228,MV.MCPT.--.SHZ,1
1578,19960228,MV.MSSN.--.SHY,1
1579,19960228,MV.MGAT.--.SHZ,1
1580,19960228,MV.MCPE.--.SHX,0
1581,19960228,MV.MGT2.--.SHZ,0
1582,19960228,MV.MHRE.--.SHZ,0
1583,19960228,MV.MSPT.--.SHZ,1
1584,19960228,MV.MGHZ.--.SHZ,1
1585,19960228,MV.MHRN.--.SHX,0
1586,19960228,MV.MWHT.--.SHZ,0
1587,19960228,MV.MVPN.--.SHY,0
1588,19960228,MV.MWH2.--.SHZ,1
1589,19960228,MV.MLGL.--.SHZ,1
1590,19960228,MV.MCHT.--.SHZ,0
1591,19960228,MV.MHRV.--.SHZ,1
1592,19960228,MV.MHRE.--.SHX,1
1593,19960229,MV.MCPZ.--.SHZ,0
1594,19960229,MV.MVPV.--.SHZ,0
1595,19960229,MV.MVPE.--.SHX,0
1596,19960229,MV.MHRV.--.SHY,0
1597,19960229,MV.MBET.--.SHZ,0
1598,19960229,MV.MSSZ.--.SHZ,0
1599,19960229,MV.MHRN.--.SHY,0
1600,19960229,MV.MLGT.--.SHZ,0
1601,19960229,MV.MRYT.--.SHZ,0
1602,19960229,MV.MSSE.--.SHX,0
1603,19960229,MV.MCPN.--.SHY,0
1604,19960229,MV.MCPT.--.SHZ,0
1605,19960229,MV.MSSN.--.SHY,0
1606,19960229,MV.MGAT.--.SHZ,0
1607,19960229,MV.MCPE.--.SHX,0
1608,19960229,MV.MGT2.--.SHZ,0
1609,19960229,MV.MHRE.--.SHZ,0
1610,19960229,MV.MSPT.--.SHZ,0
1611,19960229,MV.MGHZ.--.SHZ,0
1612,19960229,MV.MHRN.--.SHX,0
1613,19960229,MV.MWHT.--.SHZ,0
1614,19960229,MV.MVPN.--.SHY,0
1615,19960229,MV.MWH2.--.SHZ,0
1616,19960229,MV.MLGL.--.SHZ,0
1617,19960229,MV.MCHT.--.SHZ,0
1618,19960229,MV.MHRV.--.SHZ,0
1619,19960229,MV.MHRE.--.SHX,0
1620,19960301,MV.MCPZ.--.SHZ,0
1621,19960301,MV.MVPV.--.SHZ,0
1622,19960301,MV.MVPE.--.SHX,0
1623,19960301,MV.MHRV.--.SHY,0
1624,19960301,MV.MBET.--.SHZ,0
1625,19960301,MV.MSSZ.--.SHZ,0
1626,19960301,MV.MHRN.--.SHY,0
1627,19960301,MV.MLGT.--.SHZ,0
1628,19960301,MV.MRYT.--.SHZ,0
1629,19960301,MV.MSSE.--.SHX,0
1630,19960301,MV.MCPN.--.SHY,0
1631,19960301,MV.MCPT.--.SHZ,0
1632,19960301,MV.MSSN.--.SHY,0
1633,19960301,MV.MGAT.--.SHZ,0
1634,19960301,MV.MCPE.--.SHX,0
1635,19960301,MV.MGT2.--.SHZ,0
1636,19960301,MV.MHRE.--.SHZ,0
1637,19960301,MV.MSPT.--.SHZ,0
1638,19960301,MV.MGHZ.--.SHZ,0
1639,19960301,MV.MHRN.--.SHX,0
1640,19960301,MV.MWHT.--.SHZ,0
1641,19960301,MV.MVPN.--.SHY,0
1642,19960301,MV.MWH2.--.SHZ,0
1643,19960301,MV.MLGL.--.SHZ,0
1644,19960301,MV.MCHT.--.SHZ,0
1645,19960301,MV.MHRV.--.SHZ,0
1646,19960301,MV.MHRE.--.SHX,0
1647,19960302,MV.MCPZ.--.SHZ,0
1648,19960302,MV.MVPV.--.SHZ,0
1649,19960302,MV.MVPE.--.SHX,0
1650,19960302,MV.MHRV.--.SHY,0
1651,19960302,MV.MBET.--.SHZ,6
1652,19960302,MV.MSSZ.--.SHZ,6
1653,19960302,MV.MHRN.--.SHY,6
1654,19960302,MV.MLGT.--.SHZ,6
1655,19960302,MV.MRYT.--.SHZ,6
1656,19960302,MV.MSSE.--.SHX,6
1657,19960302,MV.MCPN.--.SHY,0
1658,19960302,MV.MCPT.--.SHZ,6
1659,19960302,MV.MSSN.--.SHY,6
1660,19960302,MV.MGAT.--.SHZ,6
1661,19960302,MV.MCPE.--.SHX,0
1662,19960302,MV.MGT2.--.SHZ,0
1663,19960302,MV.MHRE.--.SHZ,0
1664,19960302,MV.MSPT.--.SHZ,6
1665,19960302,MV.MGHZ.--.SHZ,6
1666,19960302,MV.MHRN.--.SHX,0
1667,19960302,MV.MWHT.--.SHZ,0
1668,19960302,MV.MVPN.--.SHY,0
1669,19960302,MV.MWH2.--.SHZ,6
1670,19960302,MV.MLGL.--.SHZ,6
1671,19960302,MV.MCHT.--.SHZ,0
1672,19960302,MV.MHRV.--.SHZ,6
1673,19960302,MV.MHRE.--.SHX,6
1674,19960303,MV.MCPZ.--.SHZ,0
1675,19960303,MV.MVPV.--.SHZ,0
1676,19960303,MV.MVPE.--.SHX,0
1677,19960303,MV.MHRV.--.SHY,0
1678,19960303,MV.MBET.--.SHZ,1
1679,19960303,MV.MSSZ.--.SHZ,1
1680,19960303,MV.MHRN.--.SHY,1
1681,19960303,MV.MLGT.--.SHZ,1
1682,19960303,MV.MRYT.--.SHZ,1
1683,19960303,MV.MSSE.--.SHX,1
1684,19960303,MV.MCPN.--.SHY,0
1685,19960303,MV.MCPT.--.SHZ,1
1686,19960303,MV.MSSN.--.SHY,1
1687,19960303,MV.MGAT.--.SHZ,1
1688,19960303,MV.MCPE.--.SHX,0
1689,19960303,MV.MGT2.--.SHZ,0
1690,19960303,MV.MHRE.--.SHZ,0
1691,19960303,MV.MSPT.--.SHZ,1
1692,19960303,MV.MGHZ.--.SHZ,1
1693,19960303,MV.MHRN.--.SHX,0
1694,19960303,MV.MWHT.--.SHZ,0
1695,19960303,MV.MVPN.--.SHY,0
1696,19960303,MV.MWH2.--.SHZ,1
1697,19960303,MV.MLGL.--.SHZ,1
1698,19960303,MV.MCHT.--.SHZ,0
1699,19960303,MV.MHRV.--.SHZ,1
1700,19960303,MV.MHRE.--.SHX,1
1701,19960304,MV.MCPZ.--.SHZ,0
1702,19960304,MV.MVPV.--.SHZ,0
1703,19960304,MV.MVPE.--.SHX,0
1704,19960304,MV.MHRV.--.SHY,0
1705,19960304,MV.MBET.--.SHZ,0
1706,19960304,MV.MSSZ.--.SHZ,0
1707,19960304,MV.MHRN.--.SHY,0
1708,19960304,MV.MLGT.--.SHZ,0
1709,19960304,MV.MRYT.--.SHZ,0
1710,19960304,MV.MSSE.--.SHX,0
1711,19960304,MV.MCPN.--.SHY,0
1712,19960304,MV.MCPT.--.SHZ,0
1713,19960304,MV.MSSN.--.SHY,0
1714,19960304,MV.MGAT.--.SHZ,0
1715,19960304,MV.MCPE.--.SHX,0
1716,19960304,MV.MGT2.--.SHZ,0
1717,19960304,MV.MHRE.--.SHZ,0
1718,19960304,MV.MSPT.--.SHZ,0
1719,19960304,MV.MGHZ.--.SHZ,0
1720,19960304,MV.MHRN.--.SHX,0
1721,19960304,MV.MWHT.--.SHZ,0
1722,19960304,MV.MVPN.--.SHY,0
1723,19960304,MV.MWH2.--.SHZ,0
1724,19960304,MV.MLGL.--.SHZ,0
1725,19960304,MV.MCHT.--.SHZ,0
1726,19960304,MV.MHRV.--.SHZ,0
1727,19960304,MV.MHRE.--.SHX,0
1728,19960305,MV.MCPZ.--.SHZ,0
1729,19960305,MV.MVPV.--.SHZ,0
1730,19960305,MV.MVPE.--.SHX,0
1731,19960305,MV.MHRV.--.SHY,0
1732,19960305,MV.MBET.--.SHZ,4
1733,19960305,MV.MSSZ.--.SHZ,4
1734,19960305,MV.MHRN.--.SHY,4
1735,19960305,MV.MLGT.--.SHZ,4
1736,19960305,MV.MRYT.--.SHZ,4
1737,19960305,MV.MSSE.--.SHX,4
1738,19960305,MV.MCPN.--.SHY,0
1739,19960305,MV.MCPT.--.SHZ,4
1740,19960305,MV.MSSN.--.SHY,4
1741,19960305,MV.MGAT.--.SHZ,4
1742,19960305,MV.MCPE.--.SHX,0
1743,19960305,MV.MGT2.--.SHZ,0
1744,19960305,MV.MHRE.--.SHZ,0
1745,19960305,MV.MSPT.--.SHZ,4
1746,19960305,MV.MGHZ.--.SHZ,4
1747,19960305,MV.MHRN.--.SHX,0
1748,19960305,MV.MWHT.--.SHZ,0
1749,19960305,MV.MVPN.--.SHY,0
1750,19960305,MV.MWH2.--.SHZ,4
1751,19960305,MV.MLGL.--.SHZ,4
1752,19960305,MV.MCHT.--.SHZ,0
1753,19960305,MV.MHRV.--.SHZ,4
1754,19960305,MV.MHRE.--.SHX,4
1755,19960306,MV.MCPZ.--.SHZ,0
1756,19960306,MV.MVPV.--.SHZ,0
1757,19960306,MV.MVPE.--.SHX,0
1758,19960306,MV.MHRV.--.SHY,0
1759,19960306,MV.MBET.--.SHZ,9
1760,19960306,MV.MSSZ.--.SHZ,9
1761,19960306,MV.MHRN.--.SHY,9
1762,19960306,MV.MLGT.--.SHZ,9
1763,19960306,MV.MRYT.--.SHZ,9
1764,19960306,MV.MSSE.--.SHX,9
1765,19960306,MV.MCPN.--.SHY,0
1766,19960306,MV.MCPT.--.SHZ,9
1767,19960306,MV.MSSN.--.SHY,9
1768,19960306,MV.MGAT.--.SHZ,9
1769,19960306,MV.MCPE.--.SHX,0
1770,19960306,MV.MGT2.--.SHZ,0
1771,19960306,MV.MHRE.--.SHZ,0
1772,19960306,MV.MSPT.--.SHZ,9
1773,19960306,MV.MGHZ.--.SHZ,9
1774,19960306,MV.MHRN.--.SHX,0
1775,19960306,MV.MWHT.--.SHZ,0
1776,19960306,MV.MVPN.--.SHY,0
1777,19960306,MV.MWH2.--.SHZ,9
1778,19960306,MV.MLGL.--.SHZ,9
1779,19960306,MV.MCHT.--.SHZ,0
1780,19960306,MV.MHRV.--.SHZ,9
1781,19960306,MV.MHRE.--.SHX,9
1782,19960307,MV.MCPZ.--.SHZ,0
1783,19960307,MV.MVPV.--.SHZ,0
1784,19960307,MV.MVPE.--.SHX,0
1785,19960307,MV.MHRV.--.SHY,0
1786,19960307,MV.MBET.--.SHZ,2
1787,19960307,MV.MSSZ.--.SHZ,2
1788,19960307,MV.MHRN.--.SHY,2
1789,19960307,MV.MLGT.--.SHZ,2
1790,19960307,MV.MRYT.--.SHZ,2
1791,19960307,MV.MSSE.--.SHX,2
1792,19960307,MV.MCPN.--.SHY,0
1793,19960307,MV.MCPT.--.SHZ,2
1794,19960307,MV.MSSN.--.SHY,2
1795,19960307,MV.MGAT.--.SHZ,2
1796,19960307,MV.MCPE.--.SHX,0
1797,19960307,MV.MGT2.--.SHZ,0
1798,19960307,MV.MHRE.--.SHZ,0
1799,19960307,MV.MSPT.--.SHZ,2
1800,19960307,MV.MGHZ.--.SHZ,2
1801,19960307,MV.MHRN.--.SHX,0
1802,19960307,MV.MWHT.--.SHZ,0
1803,19960307,MV.MVPN.--.SHY,0
1804,19960307,MV.MWH2.--.SHZ,2
1805,19960307,MV.MLGL.--.SHZ,2
1806,19960307,MV.MCHT.--.SHZ,0
1807,19960307,MV.MHRV.--.SHZ,2
1808,19960307,MV.MHRE.--.SHX,2
1809,19960308,MV.MCPZ.--.SHZ,0
1810,19960308,MV.MVPV.--.SHZ,0
1811,19960308,MV.MVPE.--.SHX,0
1812,19960308,MV.MHRV.--.SHY,0
1813,19960308,MV.MBET.--.SHZ,2
1814,19960308,MV.MSSZ.--.SHZ,2
1815,19960308,MV.MHRN.--.SHY,2
1816,19960308,MV.MLGT.--.SHZ,2
1817,19960308,MV.MRYT.--.SHZ,2
1818,19960308,MV.MSSE.--.SHX,2
1819,19960308,MV.MCPN.--.SHY,0
1820,19960308,MV.MCPT.--.SHZ,2
1821,19960308,MV.MSSN.--.SHY,2
1822,19960308,MV.MGAT.--.SHZ,2
1823,19960308,MV.MCPE.--.SHX,0
1824,19960308,MV.MGT2.--.SHZ,0
1825,19960308,MV.MHRE.--.SHZ,0
1826,19960308,MV.MSPT.--.SHZ,2
1827,19960308,MV.MGHZ.--.SHZ,2
1828,19960308,MV.MHRN.--.SHX,0
1829,19960308,MV.MWHT.--.SHZ,0
1830,19960308,MV.MVPN.--.SHY,0
1831,19960308,MV.MWH2.--.SHZ,2
1832,19960308,MV.MLGL.--.SHZ,2
1833,19960308,MV.MCHT.--.SHZ,0
1834,19960308,MV.MHRV.--.SHZ,2
1835,19960308,MV.MHRE.--.SHX,2
1836,19960309,MV.MCPZ.--.SHZ,0
1837,19960309,MV.MVPV.--.SHZ,0
1838,19960309,MV.MVPE.--.SHX,0
1839,19960309,MV.MHRV.--.SHY,0
1840,19960309,MV.MBET.--.SHZ,2
1841,19960309,MV.MSSZ.--.SHZ,2
1842,19960309,MV.MHRN.--.SHY,2
1843,19960309,MV.MLGT.--.SHZ,2
1844,19960309,MV.MRYT.--.SHZ,2
1845,19960309,MV.MSSE.--.SHX,2
1846,19960309,MV.MCPN.--.SHY,0
1847,19960309,MV.MCPT.--.SHZ,2
1848,19960309,MV.MSSN.--.SHY,2
1849,19960309,MV.MGAT.--.SHZ,2
1850,19960309,MV.MCPE.--.SHX,0
1851,19960309,MV.MGT2.--.SHZ,0
1852,19960309,MV.MHRE.--.SHZ,0
1853,19960309,MV.MSPT.--.SHZ,2
1854,19960309,MV.MGHZ.--.SHZ,2
1855,19960309,MV.MHRN.--.SHX,0
1856,19960309,MV.MWHT.--.SHZ,0
1857,19960309,MV.MVPN.--.SHY,0
1858,19960309,MV.MWH2.--.SHZ,2
1859,19960309,MV.MLGL.--.SHZ,2
1860,19960309,MV.MCHT.--.SHZ,0
1861,19960309,MV.MHRV.--.SHZ,2
1862,19960309,MV.MHRE.--.SHX,2
1863,19960310,MV.MCPZ.--.SHZ,0
1864,19960310,MV.MVPV.--.SHZ,0
1865,19960310,MV.MVPE.--.SHX,0
1866,19960310,MV.MHRV.--.SHY,0
1867,19960310,MV.MBET.--.SHZ,0
1868,19960310,MV.MSSZ.--.SHZ,0
1869,19960310,MV.MHRN.--.SHY,0
1870,19960310,MV.MLGT.--.SHZ,0
1871,19960310,MV.MRYT.--.SHZ,0
1872,19960310,MV.MSSE.--.SHX,0
1873,19960310,MV.MCPN.--.SHY,0
1874,19960310,MV.MCPT.--.SHZ,0
1875,19960310,MV.MSSN.--.SHY,0
1876,19960310,MV.MGAT.--.SHZ,0
1877,19960310,MV.MCPE.--.SHX,0
1878,19960310,MV.MGT2.--.SHZ,0
1879,19960310,MV.MHRE.--.SHZ,0
1880,19960310,MV.MSPT.--.SHZ,0
1881,19960310,MV.MGHZ.--.SHZ,0
1882,19960310,MV.MHRN.--.SHX,0
1883,19960310,MV.MWHT.--.SHZ,0
1884,19960310,MV.MVPN.--.SHY,0
1885,19960310,MV.MWH2.--.SHZ,0
1886,19960310,MV.MLGL.--.SHZ,0
1887,19960310,MV.MCHT.--.SHZ,0
1888,19960310,MV.MHRV.--.SHZ,0
1889,19960310,MV.MHRE.--.SHX,0
1890,19960311,MV.MCPZ.--.SHZ,0
1891,19960311,MV.MVPV.--.SHZ,0
1892,19960311,MV.MVPE.--.SHX,0
1893,19960311,MV.MHRV.--.SHY,0
1894,19960311,MV.MBET.--.SHZ,2
1895,19960311,MV.MSSZ.--.SHZ,2
1896,19960311,MV.MHRN.--.SHY,2
1897,19960311,MV.MLGT.--.SHZ,2
1898,19960311,MV.MRYT.--.SHZ,2
1899,19960311,MV.MSSE.--.SHX,2
1900,19960311,MV.MCPN.--.SHY,0
1901,19960311,MV.MCPT.--.SHZ,2
1902,19960311,MV.MSSN.--.SHY,2
1903,19960311,MV.MGAT.--.SHZ,2
1904,19960311,MV.MCPE.--.SHX,0
1905,19960311,MV.MGT2.--.SHZ,0
1906,19960311,MV.MHRE.--.SHZ,0
1907,19960311,MV.MSPT.--.SHZ,2
1908,19960311,MV.MGHZ.--.SHZ,2
1909,19960311,MV.MHRN.--.SHX,0
1910,19960311,MV.MWHT.--.SHZ,0
1911,19960311,MV.MVPN.--.SHY,0
1912,19960311,MV.MWH2.--.SHZ,2
1913,19960311,MV.MLGL.--.SHZ,2
1914,19960311,MV.MCHT.--.SHZ,0
1915,19960311,MV.MHRV.--.SHZ,2
1916,19960311,MV.MHRE.--.SHX,2
1917,19960312,MV.MCPZ.--.SHZ,0
1918,19960312,MV.MVPV.--.SHZ,0
1919,19960312,MV.MVPE.--.SHX,0
1920,19960312,MV.MHRV.--.SHY,0
1921,19960312,MV.MBET.--.SHZ,0
1922,19960312,MV.MSSZ.--.SHZ,0
1923,19960312,MV.MHRN.--.SHY,0
1924,19960312,MV.MLGT.--.SHZ,0
1925,19960312,MV.MRYT.--.SHZ,0
1926,19960312,MV.MSSE.--.SHX,0
1927,19960312,MV.MCPN.--.SHY,0
1928,19960312,MV.MCPT.--.SHZ,0
1929,19960312,MV.MSSN.--.SHY,0
1930,19960312,MV.MGAT.--.SHZ,0
1931,19960312,MV.MCPE.--.SHX,0
1932,19960312,MV.MGT2.--.SHZ,0
1933,19960312,MV.MHRE.--.SHZ,0
1934,19960312,MV.MSPT.--.SHZ,0
1935,19960312,MV.MGHZ.--.SHZ,0
1936,19960312,MV.MHRN.--.SHX,0
1937,19960312,MV.MWHT.--.SHZ,0
1938,19960312,MV.MVPN.--.SHY,0
1939,19960312,MV.MWH2.--.SHZ,0
1940,19960312,MV.MLGL.--.SHZ,0
1941,19960312,MV.MCHT.--.SHZ,0
1942,19960312,MV.MHRV.--.SHZ,0
1943,19960312,MV.MHRE.--.SHX,0
1944,19960313,MV.MCPZ.--.SHZ,0
1945,19960313,MV.MVPV.--.SHZ,0
1946,19960313,MV.MVPE.--.SHX,0
1947,19960313,MV.MHRV.--.SHY,0
1948,19960313,MV.MBET.--.SHZ,3
1949,19960313,MV.MSSZ.--.SHZ,3
1950,19960313,MV.MHRN.--.SHY,3
1951,19960313,MV.MLGT.--.SHZ,3
1952,19960313,MV.MRYT.--.SHZ,3
1953,19960313,MV.MSSE.--.SHX,3
1954,19960313,MV.MCPN.--.SHY,0
1955,19960313,MV.MCPT.--.SHZ,3
1956,19960313,MV.MSSN.--.SHY,3
1957,19960313,MV.MGAT.--.SHZ,3
1958,19960313,MV.MCPE.--.SHX,0
1959,19960313,MV.MGT2.--.SHZ,0
1960,19960313,MV.MHRE.--.SHZ,0
1961,19960313,MV.MSPT.--.SHZ,3
1962,19960313,MV.MGHZ.--.SHZ,3
1963,19960313,MV.MHRN.--.SHX,0
1964,19960313,MV.MWHT.--.SHZ,0
1965,19960313,MV.MVPN.--.SHY,0
1966,19960313,MV.MWH2.--.SHZ,3
1967,19960313,MV.MLGL.--.SHZ,3
1968,19960313,MV.MCHT.--.SHZ,0
1969,19960313,MV.MHRV.--.SHZ,3
1970,19960313,MV.MHRE.--.SHX,3
1971,19960314,MV.MCPZ.--.SHZ,0
1972,19960314,MV.MVPV.--.SHZ,0
1973,19960314,MV.MVPE.--.SHX,0
1974,19960314,MV.MHRV.--.SHY,0
1975,19960314,MV.MBET.--.SHZ,5
1976,19960314,MV.MSSZ.--.SHZ,5
1977,19960314,MV.MHRN.--.SHY,5
1978,19960314,MV.MLGT.--.SHZ,5
1979,19960314,MV.MRYT.--.SHZ,5
1980,19960314,MV.MSSE.--.SHX,5
1981,19960314,MV.MCPN.--.SHY,0
1982,19960314,MV.MCPT.--.SHZ,5
1983,19960314,MV.MSSN.--.SHY,5
1984,19960314,MV.MGAT.--.SHZ,5
1985,19960314,MV.MCPE.--.SHX,0
1986,19960314,MV.MGT2.--.SHZ,0
1987,19960314,MV.MHRE.--.SHZ,0
1988,19960314,MV.MSPT.--.SHZ,5
1989,19960314,MV.MGHZ.--.SHZ,5
1990,19960314,MV.MHRN.--.SHX,0
1991,19960314,MV.MWHT.--.SHZ,0
1992,19960314,MV.MVPN.--.SHY,0
1993,19960314,MV.MWH2.--.SHZ,5
1994,19960314,MV.MLGL.--.SHZ,5
1995,19960314,MV.MCHT.--.SHZ,0
1996,19960314,MV.MHRV.--.SHZ,5
1997,19960314,MV.MHRE.--.SHX,5
1998,19960315,MV.MCPZ.--.SHZ,0
1999,19960315,MV.MVPV.--.SHZ,0
2000,19960315,MV.MVPE.--.SHX,0
2001,19960315,MV.MHRV.--.SHY,0
2002,19960315,MV.MBET.--.SHZ,5
2003,19960315,MV.MSSZ.--.SHZ,5
2004,19960315,MV.MHRN.--.SHY,5
2005,19960315,MV.MLGT.--.SHZ,5
2006,19960315,MV.MRYT.--.SHZ,5
2007,19960315,MV.MSSE.--.SHX,5
2008,19960315,MV.MCPN.--.SHY,0
2009,19960315,MV.MCPT.--.SHZ,5
2010,19960315,MV.MSSN.--.SHY,5
2011,19960315,MV.MGAT.--.SHZ,5
2012,19960315,MV.MCPE.--.SHX,0
2013,19960315,MV.MGT2.--.SHZ,0
2014,19960315,MV.MHRE.--.SHZ,0
2015,19960315,MV.MSPT.--.SHZ,5
2016,19960315,MV.MGHZ.--.SHZ,5
2017,19960315,MV.MHRN.--.SHX,0
2018,19960315,MV.MWHT.--.SHZ,0
2019,19960315,MV.MVPN.--.SHY,0
2020,19960315,MV.MWH2.--.SHZ,5
2021,19960315,MV.MLGL.--.SHZ,5
2022,19960315,MV.MCHT.--.SHZ,0
2023,19960315,MV.MHRV.--.SHZ,5
2024,19960315,MV.MHRE.--.SHX,5
2025,19960316,MV.MCPZ.--.SHZ,0
2026,19960316,MV.MVPV.--.SHZ,0
2027,19960316,MV.MVPE.--.SHX,0
2028,19960316,MV.MHRV.--.SHY,0
2029,19960316,MV.MBET.--.SHZ,2
2030,19960316,MV.MSSZ.--.SHZ,2
2031,19960316,MV.MHRN.--.SHY,2
2032,19960316,MV.MLGT.--.SHZ,2
2033,19960316,MV.MRYT.--.SHZ,2
2034,19960316,MV.MSSE.--.SHX,2
2035,19960316,MV.MCPN.--.SHY,0
2036,19960316,MV.MCPT.--.SHZ,2
2037,19960316,MV.MSSN.--.SHY,2
2038,19960316,MV.MGAT.--.SHZ,2
2039,19960316,MV.MCPE.--.SHX,0
2040,19960316,MV.MGT2.--.SHZ,0
2041,19960316,MV.MHRE.--.SHZ,0
2042,19960316,MV.MSPT.--.SHZ,2
2043,19960316,MV.MGHZ.--.SHZ,2
2044,19960316,MV.MHRN.--.SHX,0
2045,19960316,MV.MWHT.--.SHZ,0
2046,19960316,MV.MVPN.--.SHY,0
2047,19960316,MV.MWH2.--.SHZ,2
2048,19960316,MV.MLGL.--.SHZ,2
2049,19960316,MV.MCHT.--.SHZ,0
2050,19960316,MV.MHRV.--.SHZ,2
2051,19960316,MV.MHRE.--.SHX,2
2052,19960317,MV.MCPZ.--.SHZ,0
2053,19960317,MV.MVPV.--.SHZ,0
2054,19960317,MV.MVPE.--.SHX,0
2055,19960317,MV.MHRV.--.SHY,0
2056,19960317,MV.MBET.--.SHZ,3
2057,19960317,MV.MSSZ.--.SHZ,3
2058,19960317,MV.MHRN.--.SHY,3
2059,19960317,MV.MLGT.--.SHZ,3
2060,19960317,MV.MRYT.--.SHZ,3
2061,19960317,MV.MSSE.--.SHX,3
2062,19960317,MV.MCPN.--.SHY,0
2063,19960317,MV.MCPT.--.SHZ,3
2064,19960317,MV.MSSN.--.SHY,3
2065,19960317,MV.MGAT.--.SHZ,3
2066,19960317,MV.MCPE.--.SHX,0
2067,19960317,MV.MGT2.--.SHZ,0
2068,19960317,MV.MHRE.--.SHZ,0
2069,19960317,MV.MSPT.--.SHZ,3
2070,19960317,MV.MGHZ.--.SHZ,3
2071,19960317,MV.MHRN.--.SHX,0
2072,19960317,MV.MWHT.--.SHZ,0
2073,19960317,MV.MVPN.--.SHY,0
2074,19960317,MV.MWH2.--.SHZ,3
2075,19960317,MV.MLGL.--.SHZ,3
2076,19960317,MV.MCHT.--.SHZ,0
2077,19960317,MV.MHRV.--.SHZ,3
2078,19960317,MV.MHRE.--.SHX,3
2079,19960318,MV.MCPZ.--.SHZ,0
2080,19960318,MV.MVPV.--.SHZ,0
2081,19960318,MV.MVPE.--.SHX,0
2082,19960318,MV.MHRV.--.SHY,0
2083,19960318,MV.MBET.--.SHZ,8
2084,19960318,MV.MSSZ.--.SHZ,8
2085,19960318,MV.MHRN.--.SHY,8
2086,19960318,MV.MLGT.--.SHZ,8
2087,19960318,MV.MRYT.--.SHZ,8
2088,19960318,MV.MSSE.--.SHX,8
2089,19960318,MV.MCPN.--.SHY,0
2090,19960318,MV.MCPT.--.SHZ,8
2091,19960318,MV.MSSN.--.SHY,8
2092,19960318,MV.MGAT.--.SHZ,8
2093,19960318,MV.MCPE.--.SHX,0
2094,19960318,MV.MGT2.--.SHZ,0
2095,19960318,MV.MHRE.--.SHZ,0
2096,19960318,MV.MSPT.--.SHZ,8
2097,19960318,MV.MGHZ.--.SHZ,8
2098,19960318,MV.MHRN.--.SHX,0
2099,19960318,MV.MWHT.--.SHZ,0
2100,19960318,MV.MVPN.--.SHY,0
2101,19960318,MV.MWH2.--.SHZ,8
2102,19960318,MV.MLGL.--.SHZ,8
2103,19960318,MV.MCHT.--.SHZ,0
2104,19960318,MV.MHRV.--.SHZ,8
2105,19960318,MV.MHRE.--.SHX,8
2106,19960319,MV.MCPZ.--.SHZ,0
2107,19960319,MV.MVPV.--.SHZ,0
2108,19960319,MV.MVPE.--.SHX,0
2109,19960319,MV.MHRV.--.SHY,0
2110,19960319,MV.MBET.--.SHZ,3
2111,19960319,MV.MSSZ.--.SHZ,3
2112,19960319,MV.MHRN.--.SHY,3
2113,19960319,MV.MLGT.--.SHZ,3
2114,19960319,MV.MRYT.--.SHZ,3
2115,19960319,MV.MSSE.--.SHX,3
2116,19960319,MV.MCPN.--.SHY,0
2117,19960319,MV.MCPT.--.SHZ,3
2118,19960319,MV.MSSN.--.SHY,3
2119,19960319,MV.MGAT.--.SHZ,3
2120,19960319,MV.MCPE.--.SHX,0
2121,19960319,MV.MGT2.--.SHZ,0
2122,19960319,MV.MHRE.--.SHZ,0
2123,19960319,MV.MSPT.--.SHZ,3
2124,19960319,MV.MGHZ.--.SHZ,3
2125,19960319,MV.MHRN.--.SHX,0
2126,19960319,MV.MWHT.--.SHZ,0
2127,19960319,MV.MVPN.--.SHY,0
2128,19960319,MV.MWH2.--.SHZ,3
2129,19960319,MV.MLGL.--.SHZ,3
2130,19960319,MV.MCHT.--.SHZ,0
2131,19960319,MV.MHRV.--.SHZ,3
2132,19960319,MV.MHRE.--.SHX,3
2133,19960320,MV.MCPZ.--.SHZ,0
2134,19960320,MV.MVPV.--.SHZ,0
2135,19960320,MV.MVPE.--.SHX,0
2136,19960320,MV.MHRV.--.SHY,0
2137,19960320,MV.MBET.--.SHZ,2
2138,19960320,MV.MSSZ.--.SHZ,2
2139,19960320,MV.MHRN.--.SHY,2
2140,19960320,MV.MLGT.--.SHZ,2
2141,19960320,MV.MRYT.--.SHZ,2
2142,19960320,MV.MSSE.--.SHX,2
2143,19960320,MV.MCPN.--.SHY,0
2144,19960320,MV.MCPT.--.SHZ,2
2145,19960320,MV.MSSN.--.SHY,2
2146,19960320,MV.MGAT.--.SHZ,2
2147,19960320,MV.MCPE.--.SHX,0
2148,19960320,MV.MGT2.--.SHZ,0
2149,19960320,MV.MHRE.--.SHZ,0
2150,19960320,MV.MSPT.--.SHZ,2
2151,19960320,MV.MGHZ.--.SHZ,2
2152,19960320,MV.MHRN.--.SHX,0
2153,19960320,MV.MWHT.--.SHZ,0
2154,19960320,MV.MVPN.--.SHY,0
2155,19960320,MV.MWH2.--.SHZ,2
2156,19960320,MV.MLGL.--.SHZ,2
