17.       6.                                      !Rennish Massif model
3.        6.25
10.       6.47
10.       8.15
10.       8.3

20.       5.501                                   !what follows is
20.       6.768                                   !Romanian model
30.       7.942
30.       8.013
30.       8.174
40.       8.301
60.       8.387

